DrugBank ID,Common name
Compound::DB04042,"2-[4-(Hydroxy-Methoxy-Methyl)-Benzyl]-7-(4-Hydroxymethyl-Benzyl)-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-[1,2,7]Thiadiazepane-4,5-Diol"
Compound::DB04043,Carboxymycobactin T
Compound::DB04044,4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid
Compound::DB04045,(R)-methylmalonyl-CoA
Compound::DB04046,Methyl beta-galactoside
Compound::DB04047,6-hydroxymethylpterin diphosphate
Compound::DB04048,N-Carbamoyl-Alanine
Compound::DB04049,Coelenteramide
Compound::DB04050,N-Propyl Isocyanide
Compound::DB04051,5-phenylpentanoic acid
Compound::DB04052,"3,4-Xylenol"
Compound::DB04053,Hypophosphite
Compound::DB04054,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine"
Compound::DB04055,"2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium"
Compound::DB04057,"N-[4-([(2-Amino-4-oxo-1,4-dihydropyrido[3,2-d]pyrimidin-6-yl)methyl]{(2E)-3-[4-carbamoyl-1-(5-O-phosphono-beta-D-ribofuranosyl)-1H-imidazol-5-yl]-2-propenoyl}amino)benzoyl]-L-glutamic acid"
Compound::DB04058,N-Carbamoylphenylalanine
Compound::DB04059,8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide
Compound::DB04060,"(5-methyl-6-oxo-1,6-dihydro-pyridin-3-yl)-1,2-dideoxy-ribofuranose-5-monophosphate"
Compound::DB04061,Alpha-Amino-2-Indanacetic Acid
Compound::DB04062,beta-D-fucose
Compound::DB04063,alpha-Methylleucine
Compound::DB04064,Nogalaviketone
Compound::DB04065,N-Cyclopentyl-N-Cyclobutylformamide
Compound::DB04066,p-Coumaric acid
Compound::DB04067,4-hydroxybenzyl coenzyme A
Compound::DB04068,"2',3'-dideoxy-3'-fluoro-urididine-5'-diphosphate"
Compound::DB04069,"5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine"
Compound::DB04070,6-Deoxyerythronolide B
Compound::DB04071,Cpad
Compound::DB04072,Alpha-Methylisocitric Acid
Compound::DB04073,N-{3-[4-(3-amino-propyl)-piperazin-1-yl]-propyl}-3-nitro-5-(galactopyranosyl)-beta-benzamide
Compound::DB04074,alpha-Ketoisovalerate
Compound::DB04075,N-Acetyl-L-Glutamate
Compound::DB04076,Hypoxanthine
Compound::DB04079,"Heptane-1,2,3-Triol"
Compound::DB04080,RU78191
Compound::DB04081,"(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide"
Compound::DB04082,Decyloxy-Methanol
Compound::DB04083,N(6)-(pyridoxal phosphate)-L-lysine
Compound::DB04084,2-deoxy-2-fluoro-α-D-mannose
Compound::DB04085,Bis(N-maleimidomethyl)ether
Compound::DB04086,"2',4'-Dinitrophenyl-2deoxy-2-Fluro-B-D-Cellobioside"
Compound::DB04087,Open Form of 2'-Deoxy-Ribofuranose-5'-Phosphate
Compound::DB04088,2-[{4-[(2S)-2-{[(Allyloxy)carbonyl]amino}-3-({4-[3-hydroxy-2-(methoxycarbonyl)phenoxy]butyl}amino)-3-oxopropyl]phenyl}(carboxycarbonyl)amino]benzoic acid
Compound::DB04089,AL5300
Compound::DB04090,RH-1
Compound::DB04092,Apstatin
Compound::DB04093,Undecanal
Compound::DB04094,4-hydroxybutan-2-one
Compound::DB04095,9-Deazahypoxanthine
Compound::DB04096,"(2R,3R,4R,5R)-4,5-Dihydroxy-2-(hydroxymethyl)-6-oxo-3-piperidinyl beta-D-glucopyranoside"
Compound::DB04097,Uridine-5'-diphosphate-4-deoxy-4-fluoro-alpha-D-galactose
Compound::DB04098,Balanol
Compound::DB04099,Deamido-Nad+
Compound::DB04100,"Tricarbonyl(1,10-phenanthroline)rhenium(1+)"
Compound::DB04101,"N'-[4-(2,4-Dimethyl-1,3-thiazol-5-yl)-2-pyrimidinyl]-N-hydroxyimidoformamide"
Compound::DB04102,2-Amino-Adenosine
Compound::DB04103,3-Methylcytosine
Compound::DB04104,3-Methyladenine
Compound::DB04105,N-Heptylformamide
Compound::DB04106,Fotemustine
Compound::DB04107,[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester
Compound::DB04108,"(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide"
Compound::DB04109,"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine"
Compound::DB04110,2-Nitro-4-cresol
Compound::DB04111,Balhimycin
Compound::DB04112,(2R)-2-Acetamido-3-(octadecyloxy)propyl 2-(methylsulfanyl)ethyl hydrogen phosphate
Compound::DB04113,N-Formylpiperidine
Compound::DB04114,"3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta[B]Quinolin-12-Amine"
Compound::DB04115,Berberine
Compound::DB04116,Allolactose
Compound::DB04117,"4-(N,N-Dimethylamino)cinnamoyl-CoA"
Compound::DB04118,N-Coeleneterazine
Compound::DB04119,Hexatantalum Dodecabromide
Compound::DB04120,"4-Methyl-1,2-Benzenediol"
Compound::DB04121,Guanosine-3'-monophosphate-5'-diphosphate
Compound::DB04122,beta-D-glucose 6-phosphate
Compound::DB04123,(P-Iodophenylacetylamino)Methylphosphinic Acid
Compound::DB04124,Aurodox
Compound::DB04125,N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine
Compound::DB04126,N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane
Compound::DB04127,beta-D-arabinofuranose 5-phosphate
Compound::DB04128,"5-Nitroso-6-ribityl-amino-2,4(1H,3H)-pyrimidinedione"
Compound::DB04129,Willardiine
Compound::DB04130,5-Methoxybenzimidazole
Compound::DB04131,"10-(4-Dimethylamino-5-Hydroxy-6-Methyl-Tetrahydro-Pyran-2-Yloxy)-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione"
Compound::DB04132,S-Hexylglutathione
Compound::DB04133,Degraded Cephaloridine
Compound::DB04135,"(4S)-5-Fluoro-4-hydroxy-3,4-dihydro-2(1H)-pyrimidinone"
Compound::DB04136,Lysophosphotidylserine
Compound::DB04137,Guanosine-5'-Triphosphate
Compound::DB04138,"5-[Bis(2-bromoethyl)amino]-N-(2,3-dioxopropyl)-2,4-dinitrobenzamide"
Compound::DB04139,6-Hydroxypropylthymine
Compound::DB04140,1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide
Compound::DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol"
Compound::DB04142,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid Dimethylamide"
Compound::DB04143,Indole-3-Glycerol Phosphate
Compound::DB04144,"Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone"
Compound::DB04145,Nicotinyl alcohol
Compound::DB04146,I-Coeleneterazine
Compound::DB04147,Dodecyldimethylamine N-oxide
Compound::DB04149,(R)-Rolipram
Compound::DB04150,"N-alpha-Acetyl-3,5-diiodotyrosyl-D-threonine"
Compound::DB04151,1-Methylhistidine
Compound::DB04152,"2-Amino-3-(3-Hydroxy-7,8-Dihydro-6h-Cyclohepta[D]-4-Isoxazolyl)Propionic Acid"
Compound::DB04153,S-Hydroxymethyl Glutathione
Compound::DB04154,"N-Methyl-N-[3-(6-Phenyl[1,2,4]Triazolo[4,3-B]Pyridazin-3-Yl)Phenyl]Acetamide"
Compound::DB04155,2-Fluoro-2-Deoxy-Beta-D-Galactopyranosyl-Beta-D-Glucopyranose
Compound::DB04156,Aspartate beryllium trifluoride
Compound::DB04157,N-[(Aminooxy)Carbonyl]Aniline
Compound::DB04158,"6-(adenosine tetraphosphate-methyl)-7,8-dihydropterin"
Compound::DB04159,Beta-Hydroxytryptophane
Compound::DB04160,Pyrophosphoric acid
Compound::DB04161,Propionamide
Compound::DB04162,"5-Nitro-6-ribityl-amino-2,4(1H,3H)-pyrimidinedione"
Compound::DB04163,"5-Phenylsulfanyl-2,4-Quinazolinediamine"
Compound::DB04164,"4,6-Dideoxy-4-{[(1S,5R,6S)-3-formyl-5,6-dihydroxy-4-oxo-2-cyclohexen-1-yl]amino}-α-D-xylo-hex-5-enopyranose"
Compound::DB04165,Valpromide
Compound::DB04166,Anthranilic acid
Compound::DB04167,Aceglutamide
Compound::DB04168,Bropirimine
Compound::DB04169,"3,5-Diaminophthalhydrazide"
Compound::DB04170,4-bromo-3-hydroxy-3-methyl butyl diphosphate
Compound::DB04171,D-Isovaline
Compound::DB04172,"[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine"
Compound::DB04173,Fructose
Compound::DB04174,3'-1-carboxy-1-phosphonooxy-ethoxy-uridine-diphosphate-N-acetylglucosamine
Compound::DB04175,Mdl-29951
Compound::DB04176,"Phosporic Acid Mono-[3,4-Dihydroxy-5-(5-Methoxy-Benzoimidazol-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester"
Compound::DB04177,Digitoxigenin
Compound::DB04178,Di-Stearoyl-3-Sn-Phosphatidylcholine
Compound::DB04179,Benzofuran
Compound::DB04180,"4-(Aminosulfonyl)-N-[(2,4-Difluorophenyl)Methyl]-Benzamide"
Compound::DB04182,"(S)-2-Amino-4-[(2s,3r)-2,3,5-Trihydroxy-4-Oxo-Pentyl]Mercapto-Butyric Acid"
Compound::DB04183,Methylmalonic Acid
Compound::DB04185,Norvaline
Compound::DB04186,"N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea"
Compound::DB04187,"(9S,10S)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene"
Compound::DB04188,MDL72527
Compound::DB04189,N(2)-(2-carboxyethyl)-L-arginine
Compound::DB04190,"2,5-dibenzyloxy-3-hydroxy-hexanedioic acid bis-[(2-hydroxy-indan-1-yl)-amide]"
Compound::DB04191,Skf 107457
Compound::DB04193,L-Homoserine
Compound::DB04194,Triacetylchitotriose
Compound::DB04195,Heptulose-2-Phosphate
Compound::DB04196,Pteroic acid
Compound::DB04197,Descarboxy-nor-N(Omega)-Hydroxy-L-Arginine
Compound::DB04198,Formycin B
Compound::DB04199,1-Monohexanoyl-2-Hydroxy-Sn-Glycero-3-Phosphate
Compound::DB04200,Matairesinol
Compound::DB04201,Histidyl-Adenosine Monophosphate
Compound::DB04202,Isoformononetin
Compound::DB04203,3-Mercuri-4-Aminobenzenesulfonamide
Compound::DB04204,[(4-{4-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Butyl}-Phenyl)-Difluoro-Methyl]-Phosphonic Acid
Compound::DB04205,"Thymidine-3',5'-Diphosphate"
Compound::DB04206,7-Aza-L-tryptophan
Compound::DB04207,L-Saccharopine
Compound::DB04208,"3-(3,4-dimethoxyphenyl)propanoic acid"
Compound::DB04209,Dequalinium
Compound::DB04210,"3-(alpha-D-galactopyranosyloxy)-N-(3-{4-[3-({2-[(3-{4-[3-({[3-(hexopyranosyloxy)-5-nitrophenyl]carbonyl}amino)propyl]piperazin-1-yl}propyl)amino]-3,4-dioxocyclobut-1-en-1-yl}amino)propyl]piperazin-1-yl}propyl)-5-nitrobenzamide"
Compound::DB04211,"5-(acetylamino)-3,5-dideoxy-3-fluoro-D-erythro-alpha-L-manno-non-2-ulopyranosonic acid"
Compound::DB04212,2-Iminiopropanoate
Compound::DB04213,N-Cyclohexyl-N'-(Propyl)Phenyl Urea
Compound::DB04214,4-Nitrophenyl Phosphate
Compound::DB04215,CRA_9076
Compound::DB04216,Quercetin
Compound::DB04217,L-2-amino-3-butynoic acid
Compound::DB04218,1-Deaza-Adenosine
Compound::DB04219,Trivanadate
Compound::DB04220,CGP 4832
Compound::DB04221,Didecyldimethylammonium
Compound::DB04222,Sparsomycin
Compound::DB04223,Nitroarginine
Compound::DB04224,Oleic Acid
Compound::DB04225,N-Methyldehydrobutyrine
Compound::DB04226,Dihydro-Acarbose
Compound::DB04227,"9-Amino-2-deoxy-2,3-dehydro-n-acetyl-neuraminic acid"
Compound::DB04228,Dihydroxyphenylglycine
Compound::DB04229,"7,10,13-Tri(Carboxymethyl)-5,15-Dioxo-4,7,10,13,16-Pentaaza-1,19-Dithianonadecane"
Compound::DB04230,Nitromethyldethia coenzyme A
Compound::DB04231,Tetra(imidazole)diaquacopper (I)
Compound::DB04232,N-Hydroxy-1-(4-Methoxyphenyl)Sulfonyl-4-Benzyloxycarbonyl-Piperazine-2-Carboxamide
Compound::DB04233,(Hydroxyethyloxy)Tri(Ethyloxy)Octane
Compound::DB04234,N2-({[(4-Bromophenyl)Methyl]Oxy}Carbonyl)-N1-[(1s)-1-Formylpentyl]-L-Leucinamide
Compound::DB04235,4-Amino Hexanoic Acid
Compound::DB04236,2-Amino-3-(1h-Indol-3-Yl)-Propan-1-Ol
Compound::DB04237,Tris(Hydroxyethyl)Aminomethane
Compound::DB04238,N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid
Compound::DB04239,2-Amino-6-Aminomethyl-8-Phenylsulfanylmethyl-3h-Quinazolin-4-One
Compound::DB04240,"(1S)-1-C-{(2R)-6-[(2R)-2-Butanyl]-5,10-dihydroxy-4-oxo-1,2,3,4-tetrahydro-2-anthracenyl}-5-deoxy-1-O-methyl-D-xylulose"
Compound::DB04241,N-Pyridoxyl-2-Methylalanine-5-Phosphate
Compound::DB04242,4-hydroxybenzoic acid
Compound::DB04243,TMP
Compound::DB04244,(2R)-2-(3-Biphenylyl)-N-{(2R)-2-hydroxy-3-[(2-pyridinylsulfonyl)amino]propyl}-4-methylpentanamide
Compound::DB04246,CRA_23653
Compound::DB04248,beta-(1->4)-galactotriose
Compound::DB04249,Zinc Substituted Heme C
Compound::DB04250,Butyrylthiocholine
Compound::DB04252,N-Carbamoylaspartic acid
Compound::DB04253,Tretazicar
Compound::DB04254,"8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine"
Compound::DB04255,Inhibitor BEA388
Compound::DB04256,(S)-alpha-methyl-4-carboxyphenylglycine
Compound::DB04257,Palmitoleic Acid
Compound::DB04258,Seocalcitol
Compound::DB04259,"7-Methyl-7,8-dihydroguanosine 5'-(dihydrogen phosphate)"
Compound::DB04260,"9-(5,5-Difluoro-5-Phosphonopentyl)Guanine"
Compound::DB04261,Carbamic Acid
Compound::DB04262,3-(7-hydroxy-8-ribityllumazine-6-yl) propionic acid
Compound::DB04263,Geneticin
Compound::DB04264,"(10R)-10-formyl-5,8,10-trideazafolic acid"
Compound::DB04265,N-acetyl-beta-neuraminic acid
Compound::DB04266,"5-(6-D-ribitylamino-2,4-dihydroxypyrimidin-5-yl)-1-pentyl-phosphonic acid"
Compound::DB04267,Dipicolinic acid
Compound::DB04268,Methylumbelliferyl chitotriose
Compound::DB04269,Cyclotheonamide A
Compound::DB04270,(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid
Compound::DB04271,"3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester"
Compound::DB04272,Citric acid
Compound::DB04273,"8,9-Dichloro-2,3,4,5-Tetrahydro-1h-Benzo[C]Azepine"
Compound::DB04274,(2S)-7-hydroxyflavanone
Compound::DB04275,N-acetylserotonin
Compound::DB04276,4-[[(2S)-2-[[(2S)-3-Carboxy-2-hydroxypropanoyl]amino]-4-methylpentanoyl]amino]butyl-(diaminomethylidene)azanium
Compound::DB04277,Fructose -6-Phosphate
Compound::DB04278,2-[2-(2-Cyclohexyl-2-guanidino-acetylamino)-acetylamino]-N-(3-mercapto-propyl)-propionamide
Compound::DB04279,3-Isopropylmalic Acid
Compound::DB04280,"3,4-Dihydro-2'-deoxyuridine-5'-monophosphate"
Compound::DB04281,"2-[4-(4-Chlorophenyl)Cyclohexylidene]-3,4-Dihydroxy-1(2h)-Naphthalenone"
Compound::DB04282,2-deoxy-2-fluoro-α-D-glucose
Compound::DB04283,2-Bromohypoxanthine
Compound::DB04284,L-proline betaine
Compound::DB04285,"{4-[(2s,4e)-2-(1,3-Benzothiazol-2-Yl)-2-(1h-1,2,3-Benzotriazol-1-Yl)-5-Phenylpent-4-Enyl]Phenyl}(Difluoro)Methylphosphonic Acid"
Compound::DB04286,beta-D-Ribopyranose
Compound::DB04287,KH064
Compound::DB04288,2-[Trans-(4-Aminocyclohexyl)Amino]-6-(Benzyl-Amino)-9-Cyclopentylpurine
Compound::DB04289,Genz-10850
Compound::DB04291,Oxfenicine
Compound::DB04292,4-[(Isopropylamino)Methyl]Phenylalanine
Compound::DB04293,7-(2-Amino-2-Phenyl-Acetylamino)-3-Chloro-8-Oxo-1-Aza-Bicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid
Compound::DB04294,5-Phosphoribosyl-1-(Beta-Methylene) Pyrophosphate
Compound::DB04295,N-(Benzoylcarbamoyl)-beta-D-glucopyranosylamine
Compound::DB04296,5-Oxo-L-Norleucine
Compound::DB04297,Trichostatin A
Compound::DB04298,"3-(4-Amino-2-Tert-Butyl-5-Methyl-Phenylsulfanyl)-6-Cyclopentyl-4-Hydroxy-6-[2-(4-Hydroxy-Phenyl)-Ethyl]-5,6-Dihydro-Pyran-2-One"
Compound::DB04299,Maleic acid
Compound::DB04300,"(1s,3r,4r,6s)-1,3,4,6-Tetrapkisphosphate"
Compound::DB04301,Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone Hydrate
Compound::DB04302,"4-Hydroxy-3,5-Dimethyl-5-(2-Methyl-Buta-1,3-Dienyl)-5h-Thiophen-2-One"
Compound::DB04303,4-O-methyl-alpha-D-glucuronic acid
Compound::DB04304,L-Gluconic Acid
Compound::DB04306,"5-[(4-Methylphenyl)Sulfanyl]-2,4-Quinazolinediamine"
Compound::DB04307,5-Hydroxy-N-Propargyl-1(R)-Aminoindan
Compound::DB04308,D-4-hydroxyphenylglycine
Compound::DB04310,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide
Compound::DB04311,4-Phenylbutylamine
Compound::DB04312,"2,3-Difluorobenzyl Alcohol"
Compound::DB04313,(3S)-3-methyl-D-aspartic acid
Compound::DB04314,1-Methylcytosine
Compound::DB04315,Guanosine-5'-Diphosphate
Compound::DB04316,D-[(N-Hydroxyamino)Carbonyl]Phenylalanine
Compound::DB04317,"3,3-Dichloro-2-Phosphonomethyl-Acrylic Acid"
Compound::DB04318,Nα-[(2S)-2-{[(S)-[(1S)-1-{[(Benzyloxy)carbonyl]amino}-2-phenylethyl](hydroxy)phosphoryl]methyl}-5-phenylpentanoyl]-L-tryptophanamide
Compound::DB04320,2-Bromo-2-Propene-1-Ol
Compound::DB04321,N-Hexylphosphonate Ethyl Ester
Compound::DB04322,LY249543
Compound::DB04323,2-Amino-3-(Cystein-S-Yl)-Isoxazolidin-5-Yl-Acetic Acid
Compound::DB04324,Ovalicin
Compound::DB04325,Phenethylamine
Compound::DB04326,Dihydroxyacetone phosphate
Compound::DB04327,Phosphatidylethanolamine
Compound::DB04328,Shikimate-3-Phosphate
Compound::DB04329,Isoquinoline
Compound::DB04330,Bilh 434
Compound::DB04331,Monastrol
Compound::DB04332,2-{2-[2-2-(Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethanol
Compound::DB04333,Octamethylenediamine
Compound::DB04334,6-hydroxydopa quinone
Compound::DB04335,Inosine
Compound::DB04336,1-(4-Amidinophenyl)-3-(4-Chlorophenyl)Urea
Compound::DB04337,Isocyanomethane
Compound::DB04338,SB220025
Compound::DB04339,Carbocisteine
Compound::DB04340,2-[(Dioxidophosphoranyl)oxy]benzoate
Compound::DB04341,S-(3-Iodobenzyl)glutathione
Compound::DB04342,7-((Carboxy(4-Hydroxyphenyl)Acetyl)Amino)-7-Methoxy-(3-((1-Methyl-1h-Tetrazol-5-Yl)Thio)Methyl)-8-Oxo-5-Oxa-1-Azabicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid
Compound::DB04343,Glyoxylic acid
Compound::DB04345,Lumichrome
Compound::DB04346,"(2r,4s)-2-Methyl-2,3,3,4-Tetrahydroxytetrahydrofuran"
Compound::DB04347,3-Dehydroshikimate
Compound::DB04348,Taurocholic acid
Compound::DB04349,"(S)-propane-1,2-diol"
Compound::DB04350,Argadin
Compound::DB04351,Aconitate Ion
Compound::DB04352,beta-D-Ribose-5-phosphate
Compound::DB04353,"Tert-butyl N-[(2S,5R)-6-[[(2S)-5-amino-1-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-5-benzyl-3,6-dioxo-1-phenylhexan-2-yl]carbamate"
Compound::DB04356,9-Deazaguanine
Compound::DB04357,Pteric acid
Compound::DB04359,Vinylsulfonic acid
Compound::DB04360,Benzo[B]Thiophene-2-Boronic Acid
Compound::DB04361,Methyldiazene
Compound::DB04362,Adenosine Diphosphate 5-(Beta-Ethyl)-4-Methyl-Thiazole-2-Carboxylic Acid
Compound::DB04363,Mesobiliverdin IV alpha
Compound::DB04364,(R)-acetoin
Compound::DB04365,Arecoline
Compound::DB04366,3'-Deoxy 3'-Amino Adenosine-5'-Diphosphate
Compound::DB04367,Debromohymenialdisine
Compound::DB04368,Bb-3497
Compound::DB04369,"1,3,2-Dioxaborolan-2-Ol"
Compound::DB04370,S-sulphocysteine
Compound::DB04371,AL6528
Compound::DB04372,L-Dilinoleoyllecithin
Compound::DB04373,"4-Amino-N-{4-[2-(2,6-Dimethyl-Phenoxy)-Acetylamino]-3-Hydroxy-1-Isobutyl-5-Phenyl-Pentyl}-Benzamide"
Compound::DB04374,"4-Carboxy-5-(1-Pentyl)Hexylsulfanyl-1,2,3-Triazole"
Compound::DB04376,13-Acetylphorbol
Compound::DB04377,Meglutol
Compound::DB04378,"3-Amino-N-{4-[2-(2,6-Dimethyl-Phenoxy)-Acetylamino]-3-Hydroxy-1-Isobutyl-5-Phenyl-Pentyl}-Benzamide"
Compound::DB04379,N-Methyl-N-(Methylbenzyl)Formamide
Compound::DB04380,Allantoate
Compound::DB04381,Crotonaldehyde
Compound::DB04382,2-Deoxy-alpha-D-galactopyranose
Compound::DB04383,L-valinol
Compound::DB04384,Fe-Mesopone
Compound::DB04385,3-Deazacytidine
Compound::DB04386,"4,6-O-(1-Carboxyethylidene)-Beta-D-Glucose"
Compound::DB04387,1-Hydroxy-2-Amino-3-Cyclohexylpropane
Compound::DB04388,4-Carboxy-4-Aminobutanal
Compound::DB04389,Ado-P-Ch2-P-Ps-Ado
Compound::DB04391,Aeruginosin 98-B
Compound::DB04392,"Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]"
Compound::DB04393,Soneclosan
Compound::DB04394,3-Nitro-4-(2-Oxo-Pyrrolidin-1-Yl)-Benzenesulfonamide
Compound::DB04395,Phosphoaminophosphonic Acid-Adenylate Ester
Compound::DB04396,Thiodigalactoside
Compound::DB04397,Alpha-D-Glucose-1-Phosphate-6-Vanadate
Compound::DB04398,Lactic acid
Compound::DB04400,"L-erythro-7,8-dihydrobiopterin"
Compound::DB04401,Betaine aldehyde
Compound::DB04404,Allosamizoline
Compound::DB04405,"2-[2-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Ethyl]-4-(4'-Ethoxy-1,1'-Biphenyl-4-Yl)-4-Oxobutanoic Acid"
Compound::DB04406,3-(Phosphonomethyl)Pyridine-2-Carboxylic Acid
Compound::DB04407,4-[4-(4-Methyl-2-Methylamino-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol
Compound::DB04408,Ncs-Chromophore
Compound::DB04409,Naphthalene Trisulfonate
Compound::DB04410,3-Phenylpropylamine
Compound::DB04411,Alpha-N-Dichloroacetyl-P-Aminophenylserinol
Compound::DB04414,Heptamolybdate
Compound::DB04415,3-amino-1-chloro-4-phenyl-butanol-2-yl
Compound::DB04416,"R-2-{[4'-Methoxy-(1,1'-Biphenyl)-4-Yl]-Sulfonyl}-Amino-6-Methoxy-Hex-4-Ynoic Acid"
Compound::DB04417,P-Nitrophenol
Compound::DB04418,Adenylosuccinic acid
Compound::DB04419,D-norleucine
Compound::DB04421,Nicotinamide adenine dinucleotide 3-pentanone adduct
Compound::DB04422,Homocysteine
Compound::DB04423,Coproporphyrin I containing CO(III)
Compound::DB04424,RPR128515
Compound::DB04425,"7,8-Dihydroneopterin"
Compound::DB04426,Alpha-Methyl-N-Acetyl-D-Glucosamine
Compound::DB04427,N-{(3S)-1-[(Benzyloxy)sulfamoyl]-5-phenyl-3-pentanyl}-Nα-[(4-methyl-1-piperazinyl)carbonyl]-L-phenylalaninamide
Compound::DB04429,4'-Hydroxyflavanone
Compound::DB04430,3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile
Compound::DB04431,4-epi-vancosaminyl derivative of vancomycin
Compound::DB04432,ZK-805623
Compound::DB04433,Verpacamide A
Compound::DB04434,Naphthyridine Inhibitor
Compound::DB04436,3-Fluoro-L-tyrosine
Compound::DB04437,"Cysteine-Methylene-Carbamoyl-1,10-Phenanthroline"
Compound::DB04438,Brivudine monophosphate
Compound::DB04439,Modified Acarbose Pentasaccharide
Compound::DB04440,Nebularine
Compound::DB04441,2-Fluoroadenosine
Compound::DB04442,"Imino[2-(2-oxo-1,2-dihydro-3-pyridinyl)-1H-benzimidazol-5-yl]methanaminium"
Compound::DB04444,Tetrafluoroaluminate Ion
Compound::DB04445,Mercuric iodide
Compound::DB04446,Benzo[B]Thiophene-2-Carboxamidine
Compound::DB04447,"1,4-Dithiothreitol"
Compound::DB04448,"2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene"
Compound::DB04449,"5-(3,3-Dihydroxypropeny)-3-Methoxy-Benzene-1,2-Diol"
Compound::DB04450,Heptyl 1-Thiohexopyranoside
Compound::DB04451,4-Methylpiperazin-1-Yl Carbonyl Group
Compound::DB04452,Aminoquinuride
Compound::DB04453,"4-O-(4,6-Dideoxy-4-{[4-[(4-O-Hexopyranosylhexopyranosyl)Oxy]-5,6-Dihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}Hexopyranosyl)Hexopyranose"
Compound::DB04454,Alpha-Aminobutyric Acid
Compound::DB04455,"N,N,N-trimethylglycinium"
Compound::DB04456,Arsenous acid
Compound::DB04457,2'-Deoxyguanosine-5'-Monophosphate
Compound::DB04458,"2,2-Dichloro-1-methanesulfinyl-3-methyl-cyclopropanecarboxylic acid [1-(4-bromo-phenyl)-ethyl]-amide"
Compound::DB04459,"3,4-Dichloroisocoumarin"
Compound::DB04460,(C8-S)-Hydantocidin 5'-phosphate
Compound::DB04461,Coproporphyrinogen III
Compound::DB04462,Tetrabromo-2-Benzotriazole
